artifact_id,source_family,dataset,method,method_label,alpha,seed,prediction_path,result_dir,prediction_key_used,final_prediction_key_used,pred_finite,x_shape,true_g_shape,pred_shape,included,skip_reason,notes
a0223,fedogda_s_tuning_pilot_selected,step,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.001; selected by validation
a0224,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.01
a0225,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.03
a0226,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.1
a0227,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.001
a0228,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.01
a0229,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.03
a0230,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm2_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.1
a0231,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.001
a0232,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.01
a0233,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.03
a0234,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm5_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.1
a0235,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.001
a0236,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.01
a0237,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.03
a0238,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm10_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.1
a0239,fedogda_s_tuning_pilot_selected,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.001; selected by validation
a0240,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.01
a0241,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.03
a0242,fedogda_s_tuning_pilot_all_configs,step,fedogda_s,FedOGDA-S,0.5,2,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_2/tune_fedogda_s_step_seed2_alpha0p5_cm20_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.1
a0243,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.001
a0244,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.01
a0245,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.03
a0246,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm2_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.1
a0247,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.001
a0248,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.01
a0249,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.03
a0250,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm5_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.1
a0251,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.001
a0252,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.01
a0253,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.03
a0254,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm10_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.1
a0255,fedogda_s_tuning_pilot_selected,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.001; selected by validation
a0256,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.01
a0257,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.03
a0258,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,0,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_0/tune_fedogda_s_linear_seed0_alpha0p5_cm20_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=20.0 wd=0.1
a0259,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.001
a0260,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.01
a0261,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.03
a0262,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm2_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=2.0 wd=0.1
a0263,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.001
a0264,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.01
a0265,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.03
a0266,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p1/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm5_wd0p1,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=5.0 wd=0.1
a0267,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p001/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p001,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.001
a0268,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p01/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p01,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.01
a0269,fedogda_s_tuning_pilot_all_configs,linear,fedogda_s,FedOGDA-S,0.5,1,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p03/predictions.npz,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_1/tune_fedogda_s_linear_seed1_alpha0p5_cm10_wd0p03,best_validation_prediction,final_prediction,True,"(20000, 1)","(20000, 1)","(20000, 1)",True,,FedOGDA-S pilot cm=10.0 wd=0.03
