artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,1,0.1,rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0007671882196400474,299,0.0007707277504424529,0.023648481515270048,0.024390739309934524,178.7294783592224,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,1,0.5,rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0005037077502202182,330,0.0005069194132579995,0.016922352747355804,0.01733318059226154,182.78899359703064,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,1,1.0,rerun_protocol_v1_linear_fedgda_s_seed1_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.000586642290232431,496,0.0006129201898141918,0.0116996506927096,0.011980264239393437,177.1493227481842,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_1/rerun_protocol_v1_linear_fedgda_s_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,2,0.1,rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0003148451342411281,295,0.00031834185054889806,0.0046857533061223245,0.004911374762764521,183.94777512550354,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,2,0.5,rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0003896788935959265,343,0.00039595862624269005,0.00676868306393913,0.006809634968664257,180.97529816627502,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedgda_s,stochastic,federated,2,1.0,rerun_protocol_v1_linear_fedgda_s_seed2_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0005648602861198424,300,0.0005595686814700478,0.0051424204614957435,0.005193749711193318,181.03696966171265,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedgda_s/seed_2/rerun_protocol_v1_linear_fedgda_s_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,0,0.1,rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.00043575152354468846,464,0.00043707439684143045,0.0006264084837269369,0.000615866917273714,9745.029773712158,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,0,0.5,rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.00043518279693349705,456,0.0004363229007720893,0.0006280497475451605,0.0006168476630115673,9767.197208166122,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,0,1.0,rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.0004411363103029833,455,0.00044219568327667194,0.0005907104710830905,0.0005809579606677632,9609.755681037903,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_0/rerun_protocol_v1_linear_fedogda_d_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,1,0.1,rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.0007650735102023903,337,0.000768078060238619,0.001612774114840797,0.0016200587173734178,9812.825116872787,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,1,0.5,rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.0007714526017872178,333,0.0007745383435478757,0.001229249311997301,0.001234528405039161,9596.615570306778,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,1,1.0,rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.0007656886480202661,332,0.000768839938839923,0.0011780484640420098,0.0011839151730021404,9784.31794333458,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_1/rerun_protocol_v1_linear_fedogda_d_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,2,0.1,rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.007433101248853471,499,0.007580085655972026,0.007433101248853471,0.007580085655972026,9667.55603837967,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,2,0.5,rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.007182463340149253,499,0.007310137847492932,0.007182463340149253,0.007310137847492932,9823.80976486206,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_d,deterministic,federated,2,1.0,rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.007114183177274453,499,0.007237106288113536,0.007114183177274453,0.007237106288113536,9730.240211248398,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_d/seed_2/rerun_protocol_v1_linear_fedogda_d_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,0,0.1,rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0012675884443516378,423,0.001262243924902869,0.001970062764856735,0.0019264149138423395,196.66234374046326,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,0,0.5,rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0007822137267112849,440,0.0007847149540269521,0.0011729623566767182,0.0011582412758197687,189.12082052230835,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,0,1.0,rerun_protocol_v1_linear_fedogda_s_seed0_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0003851227021513554,457,0.00038712078798622235,0.0016189356159127016,0.0015920706170610695,194.588449716568,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_0/rerun_protocol_v1_linear_fedogda_s_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,1,0.1,rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0008709648846947978,325,0.0008752994345104018,0.001253278256750317,0.0012667877245754625,190.6394989490509,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,1,0.5,rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0007639782529321825,338,0.0007672509647585216,0.0020431030487989103,0.0020528830767290703,194.25671935081482,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,1,1.0,rerun_protocol_v1_linear_fedogda_s_seed1_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.0007430554121704244,337,0.0007490467925889216,0.00129183801770664,0.0012842777566505347,196.68683385849,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_1/rerun_protocol_v1_linear_fedogda_s_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,2,0.1,rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.006097382847877126,499,0.006236724091884938,0.006097382847877131,0.006236724091884938,195.40023970603943,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,2,0.5,rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p5,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.007075657910292095,499,0.007251052753362265,0.0070756579102920925,0.007251052753362265,193.30265498161316,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,linear,fedogda_s,stochastic,federated,2,1.0,rerun_protocol_v1_linear_fedogda_s_seed2_alpha1p0,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.006515009258923614,499,0.006598469925796079,0.006515009258923612,0.006598469925796079,197.05843305587769,False,,,,True,True,True,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/linear/fedogda_s/seed_2/rerun_protocol_v1_linear_fedogda_s_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,0,0.1,rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08738817487127391,499,0.09000987619326388,0.08738817487127391,0.09000987619326388,8607.870418548584,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,0,0.5,rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08753152663301575,499,0.0901691072308283,0.08753152663301575,0.0901691072308283,8550.230964422226,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,0,1.0,rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08740836518316018,499,0.09006007294607915,0.08740836518316018,0.09006007294607915,8695.525411844254,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_0/rerun_protocol_v1_sin_fedgda_d_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,1,0.1,rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.07927617270840466,169,0.08109314924971982,0.08426966218157708,0.08696955744806288,8622.48870420456,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,1,0.5,rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.07925861112569858,168,0.0810968603571106,0.08352898080579574,0.08616272021452176,8636.605427026749,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,1,1.0,rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.07923183043221657,168,0.08103072747004482,0.08357469132295287,0.08621352376094123,8928.603080511093,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_1/rerun_protocol_v1_sin_fedgda_d_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,2,0.1,rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08437238996634831,486,0.087358804884214,0.08441614896722856,0.08746168456330232,8594.02824473381,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,2,0.5,rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08433093460931113,479,0.087322463559006,0.08441835053934893,0.08749743162672868,8637.778353452682,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha0p5/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_d,deterministic,federated,2,1.0,rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0,500,3,0,0.001,0.01,1.5,10.0,0.1,1.0,0.08424701756484515,478,0.08722978830393281,0.08434146589232759,0.08741161200313015,8786.598356723785,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0/effective_config.json,results/rerun_protocol_v1/sin/fedgda_d/seed_2/rerun_protocol_v1_sin_fedgda_d_seed2_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,0,0.1,rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.08189453964122478,469,0.0837320533183688,0.08332989461805268,0.08456007782288795,179.86852407455444,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,0,0.5,rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0792361134606482,487,0.08084465012555463,0.0796690112491075,0.0816933093903071,183.45447540283203,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha0p5/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,0,1.0,rerun_protocol_v1_sin_fedgda_s_seed0_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.07785834910472307,496,0.07978549290839898,0.0795006670453152,0.08108717190987186,179.6273431777954,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha1p0/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_0/rerun_protocol_v1_sin_fedgda_s_seed0_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,1,0.1,rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.07080392683672448,486,0.07252873976572619,0.07202875779840277,0.07427679011235436,180.46709394454956,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,1,0.5,rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.06962375389340376,486,0.07087975474326494,0.07699764720247765,0.0797272999799262,180.3152551651001,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha0p5/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,1,1.0,rerun_protocol_v1_sin_fedgda_s_seed1_alpha1p0,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.0737639576598922,440,0.0756283265223583,0.0773487233993059,0.08038967788338648,182.17711400985718,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha1p0/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_1/rerun_protocol_v1_sin_fedgda_s_seed1_alpha1p0/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,2,0.1,rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p1,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.07828553848043666,485,0.08011009984218251,0.08080058846985269,0.08260777252388152,181.1746153831482,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p1/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p1/metrics.json
primary,rerun_protocol_v1,,sin,fedgda_s,stochastic,federated,2,0.5,rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p5,500,3,256,0.003,0.03,1.5,10.0,0.03,1.0,0.08005340943999527,328,0.08237799902299964,0.08149364176445384,0.0834791484525208,184.62194681167603,False,,,,True,True,True,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p5/effective_config.json,results/rerun_protocol_v1/sin/fedgda_s/seed_2/rerun_protocol_v1_sin_fedgda_s_seed2_alpha0p5/metrics.json
