artifact_status,family,phase,dataset,method,mode,training_scope,seed,partition_alpha,run_id,comm_round_or_iterations,local_epochs,batch_size,g_learning_rate,f_learning_rate,server_learning_rate,critic_multiplier,weight_decay,gradient_clip_norm,best_validation_mse,best_validation_round,test_mse_at_best_validation,final_validation_mse,final_test_mse,runtime_seconds,diverged,selection_metric_source,test_mse_used_for_selection,test_mse_logged_by_round,has_mse_by_round,has_predictions,has_best_validation_checkpoint,config_path,metrics_path
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.007075657910292095,499,0.007251052753362265,0.0070756579102920925,0.007251052753362265,192.56147837638855,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.007075657910292095,499,0.007251052753362265,0.0070756579102920925,0.007251052753362265,202.79958534240723,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.007075657910292095,499,0.007251052753362265,0.0070756579102920925,0.007251052753362265,192.92311596870422,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.007075657910292095,499,0.007251052753362265,0.0070756579102920925,0.007251052753362265,200.55979347229004,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.0019569719005613773,499,0.0019895841066196658,0.001956971900561377,0.0019895841066196658,193.5944640636444,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.0019569719005613773,499,0.0019895841066196658,0.001956971900561377,0.0019895841066196658,197.2014398574829,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.0019569719005613773,499,0.0019895841066196658,0.001956971900561377,0.0019895841066196658,196.8485918045044,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.0019569719005613773,499,0.0019895841066196658,0.001956971900561377,0.0019895841066196658,199.2019305229187,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.01094605866722792,293,0.01101483358272468,0.1739213088079532,0.17566016391612638,193.55904173851013,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.01094605866722792,293,0.01101483358272468,0.1739213088079532,0.17566016391612638,204.48311638832092,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.01094605866722792,293,0.01101483358272468,0.1739213088079532,0.17566016391612638,191.09346985816956,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.01094605866722792,293,0.01101483358272468,0.1739213088079532,0.17566016391612638,193.7850878238678,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.012198857354528083,183,0.012394574414133394,0.02981189136632082,0.02945761142436646,190.32412028312683,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.012198857354528083,183,0.012394574414133394,0.02981189136632082,0.02945761142436646,189.26724219322205,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.012198857354528083,183,0.012394574414133394,0.02981189136632082,0.02945761142436646,205.60266041755676,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,linear,fedogda_s,stochastic,federated,2,0.5,tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.012198857354528083,183,0.012394574414133394,0.02981189136632082,0.02945761142436646,194.18395018577576,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/linear/fedogda_s/seed_2/tune_fedogda_s_linear_seed2_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.02961461787380765,499,0.030184297414644914,0.02961461787380765,0.030184297414644914,191.82541012763977,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.02961461787380765,499,0.030184297414644914,0.02961461787380765,0.030184297414644914,197.35288286209106,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.02961461787380765,499,0.030184297414644914,0.02961461787380765,0.030184297414644914,189.92062211036682,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.02961461787380765,499,0.030184297414644914,0.02961461787380765,0.030184297414644914,187.9767336845398,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.02922292641453842,499,0.029709717120455014,0.02922292641453843,0.029709717120455014,201.11062693595886,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.02922292641453842,499,0.029709717120455014,0.02922292641453843,0.029709717120455014,190.99603033065796,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p03,500,3,256,0.001,0.02,1.5,20.0,0.03,1.0,0.02922292641453842,499,0.029709717120455014,0.02922292641453843,0.029709717120455014,194.05683279037476,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p1,500,3,256,0.001,0.02,1.5,20.0,0.1,1.0,0.02922292641453842,499,0.029709717120455014,0.02922292641453843,0.029709717120455014,193.257159948349,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm20_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p001,500,3,256,0.001,0.002,1.5,2.0,0.001,1.0,0.035212629734029124,406,0.035998656621818045,0.03553153190312962,0.03633045731461537,190.76186323165894,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p01,500,3,256,0.001,0.002,1.5,2.0,0.01,1.0,0.035212629734029124,406,0.035998656621818045,0.03553153190312962,0.03633045731461537,187.8994264602661,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p03,500,3,256,0.001,0.002,1.5,2.0,0.03,1.0,0.035212629734029124,406,0.035998656621818045,0.03553153190312962,0.03633045731461537,192.277606010437,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p1,500,3,256,0.001,0.002,1.5,2.0,0.1,1.0,0.035212629734029124,406,0.035998656621818045,0.03553153190312962,0.03633045731461537,199.83781123161316,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm2_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p001,500,3,256,0.001,0.005,1.5,5.0,0.001,1.0,0.03242533262024268,434,0.033083357776443265,0.03282494849600679,0.03367956536705467,191.35451292991638,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p01,500,3,256,0.001,0.005,1.5,5.0,0.01,1.0,0.03242533262024268,434,0.033083357776443265,0.03282494849600679,0.03367956536705467,204.5475480556488,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p03,500,3,256,0.001,0.005,1.5,5.0,0.03,1.0,0.03242533262024268,434,0.033083357776443265,0.03282494849600679,0.03367956536705467,195.09992909431458,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,0,0.5,tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p1,500,3,256,0.001,0.005,1.5,5.0,0.1,1.0,0.03242533262024268,434,0.033083357776443265,0.03282494849600679,0.03367956536705467,200.24479007720947,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_0/tune_fedogda_s_step_seed0_alpha0p5_cm5_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p001,500,3,256,0.001,0.01,1.5,10.0,0.001,1.0,0.02582018245042296,118,0.026275394847309213,0.027895218190783517,0.028391166724359318,192.04750633239746,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p01,500,3,256,0.001,0.01,1.5,10.0,0.01,1.0,0.02582018245042296,118,0.026275394847309213,0.027895218190783517,0.028391166724359318,191.08883142471313,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p01/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p03,500,3,256,0.001,0.01,1.5,10.0,0.03,1.0,0.02582018245042296,118,0.026275394847309213,0.027895218190783517,0.028391166724359318,190.30136823654175,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p03/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p03/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p1,500,3,256,0.001,0.01,1.5,10.0,0.1,1.0,0.02582018245042296,118,0.026275394847309213,0.027895218190783517,0.028391166724359318,190.2742862701416,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p1/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm10_wd0p1/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001,500,3,256,0.001,0.02,1.5,20.0,0.001,1.0,0.024712349283863243,91,0.025043590544773023,0.025824624517928874,0.026182517463760973,188.60929942131042,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p001/metrics.json
tuning,rerun_protocol_v1_tuning,fedogda_s_pilot_alpha0p5,step,fedogda_s,stochastic,federated,1,0.5,tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01,500,3,256,0.001,0.02,1.5,20.0,0.01,1.0,0.024712349283863243,91,0.025043590544773023,0.025824624517928874,0.026182517463760973,193.22140312194824,False,,,,True,True,True,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01/effective_config.json,results/rerun_protocol_v1_tuning/fedogda_s_pilot_alpha0p5/step/fedogda_s/seed_1/tune_fedogda_s_step_seed1_alpha0p5_cm20_wd0p01/metrics.json
